fy,month,year,source,allocated,designated,lottiemoon,anniearmstrong,other_designated
2018-2019,Aug,2019,Iowa,28018.5,17563.76,2794.3,14504.46,265.0
2018-2019,Aug,2019,Kansas-Nebraska,61644.35,15096.48,8092.01,4932.25,2072.22
2018-2019,Aug,2019,Kentucky,877587.09,178246.85,68648.08,99680.25,9918.52
2018-2019,Aug,2019,Louisiana,542132.61,81837.66,46396.18,30911.06,4530.42
2018-2019,Aug,2019,Maryland-Delaware,158972.86,58471.23,12112.76,40983.61,5374.86
2018-2019,Aug,2019,Michigan,29311.52,20602.87,4121.26,15749.61,732.0
2018-2019,Aug,2019,Minnesota-Wisconsin,16979.59,4831.24,133.96,4597.28,100.0
2018-2019,Aug,2019,Mississippi,983702.13,205963.4,57509.13,145122.38,3331.89
2018-2019,Aug,2019,Missouri,580651.86,274386.55,114749.12,148278.27,11359.16
2018-2019,Aug,2019,Montana,18804.56,2990.55,347.15,2213.4,430.0
2018-2019,Aug,2019,Nevada,55331.53,19128.85,4872.85,14100.5,155.5
2018-2019,Aug,2019,New England,20714.31,10716.22,3531.71,7028.55,155.96
2018-2019,Aug,2019,New Mexico,82043.56,74668.22,0.0,74668.22,0.0
2018-2019,Aug,2019,New York,20847.72,22758.68,5210.39,16038.08,1510.21
2018-2019,Aug,2019,North Carolina,1226179.2,869156.65,263071.15,584865.92,21219.58
2018-2019,Aug,2019,Northwest,46032.24,18152.99,7762.53,9542.89,847.57
2018-2019,Aug,2019,Ohio,181782.7,34179.99,11445.09,17789.85,4945.05
2018-2019,Aug,2019,Oklahoma,923152.38,101055.97,45680.7,52585.59,2789.68
2018-2019,Aug,2019,Pennsylvania-South Jersey,28400.52,16520.45,2528.5,13254.43,737.52
2018-2019,Aug,2019,Puerto Rico,0.0,0.0,0.0,0.0,0.0
2018-2019,Aug,2019,South Carolina,1047728.63,427490.42,177144.99,233509.73,16835.7
2018-2019,Aug,2019,Tennessee,1451892.41,644946.66,297870.52,301759.5,45316.64
2018-2019,Aug,2019,Texas - BGCT,886200.65,413129.55,170076.96,197558.3,45494.29
2018-2019,Aug,2019,Texas - SBTC,1370104.42,333576.95,173391.05,152117.81,8068.09
2018-2019,Aug,2019,Utah - Idaho,17540.84,9630.95,1106.35,8154.6,370.0
2018-2019,Aug,2019,Virginia - BGAV,109927.58,101894.2,10529.81,89105.61,2258.78
2018-2019,Aug,2019,Virginia - SBCV,410359.59,173975.18,85728.96,83996.18,4250.04
2018-2019,Aug,2019,West Virginia,34149.37,13727.67,6603.34,6879.52,244.81
2018-2019,Aug,2019,Wyoming,10540.44,3752.73,1306.79,2256.94,189.0
2018-2019,Aug,2019,Churches & Individuals,366761.27,115028.56,5366.77,10250.45,99411.34
2018-2019,Sep,2019,Alabama,1368413.54,303748.17,793416.53,-522361.52,32693.16
2018-2019,Sep,2019,Alaska,6858.48,3475.69,2832.24,643.45,0.0
2018-2019,Sep,2019,Arizona,94094.2,11201.4,8104.05,2727.85,369.5
2018-2019,Sep,2019,Arkansas,873012.28,172284.61,99153.54,38048.41,35082.66
2018-2019,Sep,2019,California,183288.85,87838.06,21747.38,64418.74,1671.94
2018-2019,Sep,2019,Colorado,22515.84,15117.13,5302.69,8733.3,1081.14
2018-2019,Sep,2019,Dakota,5505.82,1995.5,410.5,1585.0,0.0
2018-2019,Sep,2019,D. C.,0.0,0.0,0.0,0.0,0.0
2018-2019,Sep,2019,Florida,1142258.94,235958.89,64721.04,61847.92,109389.93
2018-2019,Sep,2019,Georgia,1418007.04,352752.05,106869.56,177695.6,68186.89
2018-2019,Sep,2019,Hawaii Pacific,16282.12,17003.68,3591.23,13412.45,0.0
2018-2019,Sep,2019,Illinois,167873.76,25714.96,15026.25,7957.31,2731.4
2018-2019,Sep,2019,Indiana,48223.98,12869.39,9171.75,2218.42,1479.22
2018-2019,Sep,2019,Iowa,22950.53,4052.4,1637.75,2269.1,145.55
2018-2019,Sep,2019,Kansas-Nebraska,57648.62,46938.9,25604.15,19828.34,1506.41
2018-2019,Sep,2019,Kentucky,864733.78,78272.54,37888.62,26277.7,14106.22
2018-2019,Sep,2019,Louisiana,556841.29,68435.15,35972.23,23807.33,8655.59
2018-2019,Sep,2019,Maryland-Delaware,114299.66,23997.85,4250.12,17864.75,1882.98
2018-2019,Sep,2019,Michigan,22781.56,4136.95,1962.21,1877.74,297.0
2018-2019,Sep,2019,Minnesota-Wisconsin,22032.38,3562.97,682.11,2196.73,684.13
2018-2019,Sep,2019,Mississippi,983381.25,133523.95,72691.6,56933.44,3898.91
2018-2019,Sep,2019,Missouri,419860.82,134152.96,71594.26,52392.48,10166.22
2018-2019,Sep,2019,Montana,16250.57,2373.46,1469.69,718.77,185.0
2018-2019,Sep,2019,Nevada,42690.94,17789.8,71.8,17583.0,135.0
2018-2019,Sep,2019,New England,16794.32,5073.31,1167.84,3731.57,173.9
2018-2019,Sep,2019,New Mexico,44204.59,58632.53,20420.96,37446.58,764.99
2018-2019,Sep,2019,New York,0.0,0.0,0.0,0.0,0.0
2018-2019,Sep,2019,North Carolina,908941.5,509589.51,263378.47,232583.12,13627.92
2018-2019,Sep,2019,Northwest,48487.78,16111.3,9578.3,5151.48,1381.52
2018-2019,Sep,2019,Ohio,74515.31,12636.77,6678.09,4594.94,1363.74
2018-2019,Sep,2019,Oklahoma,672225.95,84620.24,58880.27,23319.8,2420.17
2018-2019,Sep,2019,Pennsylvania-South Jersey,19162.04,4041.55,2501.0,616.0,924.55
2018-2019,Sep,2019,Puerto Rico,0.0,0.0,0.0,0.0,0.0
2018-2019,Sep,2019,South Carolina,833676.81,223580.53,97046.28,112736.08,13798.17
2018-2019,Sep,2019,Tennessee,1362368.03,454013.63,227748.23,182643.96,43621.44
2018-2019,Sep,2019,Texas - BGCT,749243.5,306427.01,115187.07,142494.71,48745.23
2018-2019,Sep,2019,Texas - SBTC,1153717.4,159143.92,80930.34,51956.16,26257.42
2018-2019,Sep,2019,Utah - Idaho,15282.5,2943.68,424.68,1799.0,720.0
2018-2019,Sep,2019,Virginia - BGAV,24949.04,59336.69,25843.29,33096.28,397.12
2018-2019,Sep,2019,Virginia - SBCV,370563.52,45283.81,18631.68,21758.0,4894.13
2018-2019,Sep,2019,West Virginia,35857.6,3657.04,2482.98,816.14,357.92
2018-2019,Sep,2019,Wyoming,8605.14,880.45,275.0,450.0,155.45
2018-2019,Sep,2019,Churches & Individuals,451222.64,670027.98,11322.25,175.0,658530.73
2019-2020,Oct,2019,Alabama,1427624.88,280466.1,114884.31,130265.92,35315.87
2019-2020,Oct,2019,Alaska,11857.03,6474.75,6315.93,158.82,0.0
2019-2020,Oct,2019,Arizona,68356.71,35448.27,33013.86,2047.86,386.55
2019-2020,Oct,2019,Arkansas,698281.98,242299.25,135743.28,84608.13,21947.84
2019-2020,Oct,2019,California,176177.18,43999.51,14503.9,27146.69,2348.92
2019-2020,Oct,2019,Colorado,0.0,21722.46,0.0,21722.46,0.0
2019-2020,Oct,2019,Dakota,7224.01,2445.17,1261.82,1183.35,0.0
2019-2020,Oct,2019,Florida,1037249.55,135632.02,84543.33,38964.7,12123.99
2019-2020,Oct,2019,Georgia,1318955.32,683537.08,321953.59,301302.37,60281.12
2019-2020,Oct,2019,Hawaii Pacific,19467.56,51533.89,21246.73,22378.16,7909.0
2019-2020,Oct,2019,Illinois,223215.76,48279.18,19625.49,21551.82,7101.87
2019-2020,Oct,2019,Indiana,83510.66,20889.05,9878.32,8598.34,2412.39
2019-2020,Oct,2019,Iowa,37377.99,6588.71,2831.21,3315.5,442.0
2019-2020,Oct,2019,Kansas-Nebraska,75422.64,22901.26,10158.42,10542.74,2200.1
2019-2020,Oct,2019,Kentucky,738746.8,74211.29,35674.43,28925.97,9610.89
2019-2020,Oct,2019,Louisiana,545397.28,78511.22,28551.96,41424.36,8534.9
2019-2020,Oct,2019,Maryland-Delaware,146969.44,58791.69,38814.49,18235.21,1741.99
2019-2020,Oct,2019,Michigan,25308.35,4393.2,2451.16,1630.04,312.0
2019-2020,Oct,2019,Minnesota-Wisconsin,31110.58,2663.07,427.18,2235.89,0.0
2019-2020,Oct,2019,Mississippi,983381.25,113555.68,72483.55,37288.77,3783.36
2019-2020,Oct,2019,Missouri,430835.52,117854.86,65005.36,41538.37,11311.13
2019-2020,Oct,2019,Montana,8126.06,381.66,180.83,180.83,20.0
2019-2020,Oct,2019,Nevada,44769.99,3965.2,1922.89,1858.95,183.36
2019-2020,Oct,2019,New England,17467.58,2074.44,1096.52,820.12,157.8
2019-2020,Oct,2019,New Mexico,106871.85,106862.9,4683.43,100000.0,2179.47
2019-2020,Oct,2019,New York,33353.71,7230.69,2233.44,2581.07,2416.18
2019-2020,Oct,2019,North Carolina,800361.86,244322.8,132571.58,95506.95,16244.27
2019-2020,Oct,2019,Northwest,56149.75,21854.67,13288.66,6318.43,2247.58
2019-2020,Oct,2019,Ohio,258644.24,46486.07,23457.15,12601.06,10427.86
2019-2020,Oct,2019,Oklahoma,994134.49,91294.41,66469.14,21916.46,2908.81
2019-2020,Oct,2019,Pennsylvania-South Jersey,29092.52,4435.33,2048.27,1660.37,726.69
2019-2020,Oct,2019,Puerto Rico/Virgin Islands,2441.84,320.0,320.0,0.0,0.0
2019-2020,Oct,2019,South Carolina,818992.68,171051.83,83314.76,68604.53,19132.54
2019-2020,Oct,2019,Tennessee,1122435.31,231140.06,85358.38,109483.16,36298.52
2019-2020,Oct,2019,Texas - BGCT,870457.75,377951.38,190809.06,145390.01,41752.31
2019-2020,Oct,2019,Texas - SBTC,1006967.31,106797.94,74676.69,24603.3,7517.95
2019-2020,Oct,2019,Utah - Idaho,16353.29,2414.73,559.15,1385.58,470.0
2019-2020,Oct,2019,Virginia - BGAV,54613.38,40241.85,17229.39,27525.67,-4513.21
2019-2020,Oct,2019,Virginia - SBCV,363842.17,202285.09,188017.94,9816.02,4451.13
2019-2020,Oct,2019,West Virginia,49364.47,6352.92,2579.97,3151.58,621.37
2019-2020,Oct,2019,Wyoming,5821.21,4292.01,2586.85,1326.19,378.97
2019-2020,Oct,2019,Churches & Individuals,460919.49,129299.39,35337.66,577.39,93384.34
2019-2020,Nov,2019,Alabama,1680379.6,260314.27,109048.35,108199.39,43066.53
2019-2020,Nov,2019,Alaska,12754.49,3660.48,3042.64,367.84,250.0
2019-2020,Nov,2019,Arizona,112285.37,41975.68,12263.94,28147.89,1563.85
2019-2020,Nov,2019,Arkansas,673115.95,169615.05,103046.75,52204.45,14363.85
2019-2020,Nov,2019,California,185680.47,42671.71,26640.53,12053.98,3977.2
2019-2020,Nov,2019,Colorado,102769.63,46429.93,27156.32,17862.1,1411.51
2019-2020,Nov,2019,Dakota,0.0,0.0,0.0,0.0,0.0
2019-2020,Nov,2019,Florida,1377768.91,148259.72,87347.28,41064.54,19847.9
2019-2020,Nov,2019,Georgia,1509734.29,347718.82,154706.75,85615.38,107396.69
2019-2020,Nov,2019,Hawaii Pacific,24982.16,138481.75,125331.57,10944.93,2205.25
2019-2020,Nov,2019,Illinois,222097.08,34852.92,10892.36,4902.83,19057.73
2019-2020,Nov,2019,Indiana,74420.12,9906.45,5059.36,1086.56,3760.53
2019-2020,Nov,2019,Iowa,20754.4,3728.4,722.2,2951.2,55.0
2019-2020,Nov,2019,Kansas-Nebraska,63909.92,13351.43,8667.45,3551.44,1132.54
2019-2020,Nov,2019,Kentucky,837992.27,111421.48,70711.97,22779.62,17929.89
2019-2020,Nov,2019,Louisiana,564137.95,109703.73,82066.25,19445.47,8192.01
2019-2020,Nov,2019,Maryland-Delaware,125610.66,27504.01,11295.1,5528.0,10680.91
2019-2020,Nov,2019,Michigan,28544.96,7265.52,3914.29,2603.95,747.28
2019-2020,Nov,2019,Minnesota-Wisconsin,0.0,0.0,0.0,0.0,0.0
2019-2020,Nov,2019,Mississippi,983698.29,143038.57,92920.07,38993.52,11124.98
2019-2020,Nov,2019,Missouri,614447.71,167451.89,90570.57,47811.03,29070.29
2019-2020,Nov,2019,Montana,0.0,0.0,0.0,0.0,0.0
2019-2020,Nov,2019,Nevada,59307.35,1852.68,1040.18,559.0,253.5
2019-2020,Nov,2019,New England,0.0,0.0,0.0,0.0,0.0
2019-2020,Nov,2019,New Mexico,51493.89,65309.91,8841.37,54050.65,2417.89
2019-2020,Nov,2019,New York,26486.84,6603.87,2078.25,903.43,3622.19
2019-2020,Nov,2019,North Carolina,1174465.86,294377.45,178162.7,92167.31,24047.44
2019-2020,Nov,2019,Northwest,47523.66,8259.03,4941.22,1903.36,1414.45
2019-2020,Nov,2019,Ohio,192639.72,28476.69,17389.25,5509.49,5577.95
2019-2020,Nov,2019,Oklahoma,678278.95,97550.52,60244.97,28721.37,8584.18
2019-2020,Nov,2019,Pennsylvania-South Jersey,28400.27,4884.67,2771.11,1960.98,152.58
2019-2020,Nov,2019,Puerto Rico/Virgin Islands,0.0,0.0,0.0,0.0,0.0
2019-2020,Nov,2019,South Carolina,941572.48,241574.0,143048.01,65893.34,32632.65
2019-2020,Nov,2019,Tennessee,1493138.85,358730.06,125534.51,85432.84,147762.71
2019-2020,Nov,2019,Texas - BGCT,836249.25,314099.48,171550.38,108471.95,34077.15
2019-2020,Nov,2019,Texas - SBTC,1309740.06,412307.55,170700.61,39344.47,202262.47
2019-2020,Nov,2019,Utah - Idaho,20661.65,5752.42,2707.28,2500.14,545.0
2019-2020,Nov,2019,Virginia - BGAV,67470.93,109264.11,52212.84,54970.84,2080.43
2019-2020,Nov,2019,Virginia - SBCV,410723.56,137717.25,47991.31,20296.54,69429.4
2019-2020,Nov,2019,West Virginia,40580.82,3712.65,2787.28,154.19,771.18
2019-2020,Nov,2019,Wyoming,11960.4,2955.78,509.74,1490.59,955.45
2019-2020,Nov,2019,Churches & Individuals,757866.32,83418.23,2668.75,13492.85,67256.63
2019-2020,Dec,2019,Alabama,1443432.35,272013.06,104167.93,63759.96,104085.17
2019-2020,Dec,2019,Alaska,6851.99,4116.21,2726.06,737.15,653.0
2019-2020,Dec,2019,Arizona,86570.56,21439.31,14854.09,4553.17,2032.05
2019-2020,Dec,2019,Arkansas,976118.46,383689.81,301436.41,39470.98,42782.42
2019-2020,Dec,2019,California,172054.47,18871.75,13426.49,3094.97,2350.29
2019-2020,Dec,2019,Colorado,64533.91,11308.56,6732.76,3196.1,1379.7
2019-2020,Dec,2019,Dakota,23337.66,13030.51,7819.29,5211.22,0.0
2019-2020,Dec,2019,Florida,1136996.64,108299.69,70344.47,21926.95,16028.27
2019-2020,Dec,2019,Georgia,999938.51,212352.6,94178.41,30389.96,87784.23
2019-2020,Dec,2019,Hawaii Pacific,17859.22,3199.14,1565.07,1164.07,470.0
2019-2020,Dec,2019,Illinois,139507.0,22733.08,9700.96,6982.71,6049.41
2019-2020,Dec,2019,Indiana,62370.48,24589.52,17973.75,4194.57,2421.2
2019-2020,Dec,2019,Iowa,22609.27,6419.06,3114.55,1632.26,1672.25
2019-2020,Dec,2019,Kansas-Nebraska,59262.56,43809.77,34348.06,7284.38,2177.33
2019-2020,Dec,2019,Kentucky,780438.25,107055.62,51558.92,16247.8,39248.9
2019-2020,Dec,2019,Louisiana,532168.94,132525.96,100694.23,22713.01,9118.72
2019-2020,Dec,2019,Maryland-Delaware,136680.9,21374.94,13070.13,3856.0,4448.81
2019-2020,Dec,2019,Michigan,24277.14,7764.59,3434.98,1854.17,2475.44
2019-2020,Dec,2019,Minnesota-Wisconsin,38776.63,3403.96,951.0,265.0,2187.96
2019-2020,Dec,2019,Mississippi,983298.25,198614.49,121643.44,53009.84,23961.21
2019-2020,Dec,2019,Missouri,548181.03,184328.97,103547.23,34333.75,46447.99
2019-2020,Dec,2019,Montana,38845.99,3439.25,1503.69,1210.56,725.0
2019-2020,Dec,2019,Nevada,33059.29,1801.21,245.81,156.9,1398.5
2019-2020,Dec,2019,New England,37996.47,9744.56,8702.89,764.96,276.71
2019-2020,Dec,2019,New Mexico,107641.67,59415.48,35091.67,21524.78,2799.03
2019-2020,Dec,2019,New York,14698.77,2986.64,1753.63,553.51,679.5
2019-2020,Dec,2019,North Carolina,774509.26,301317.28,167340.23,72302.53,61674.52
2019-2020,Dec,2019,Northwest,43463.1,9675.51,5288.75,1740.64,2646.12
2019-2020,Dec,2019,Ohio,142507.72,31666.17,20070.78,6793.99,4801.4
2019-2020,Dec,2019,Oklahoma,621620.55,147177.31,122017.3,20223.05,4936.96
2019-2020,Dec,2019,Pennsylvania-South Jersey,16266.3,4699.09,3314.62,1076.5,307.97
2019-2020,Dec,2019,Puerto Rico/Virgin Islands,0.0,0.0,0.0,0.0,0.0
2019-2020,Dec,2019,South Carolina,730264.86,230854.88,117931.03,15417.44,97506.41
2019-2020,Dec,2019,Tennessee,1130997.77,196921.5,92400.29,44113.88,60407.33
2019-2020,Dec,2019,Texas - BGCT,760414.03,204037.61,102776.42,45048.1,56213.09
2019-2020,Dec,2019,Texas - SBTC,1243229.95,158682.0,98291.75,28476.35,31913.9
2019-2020,Dec,2019,Utah - Idaho,19964.81,1579.14,880.74,128.4,570.0
2019-2020,Dec,2019,Virginia - BGAV,121542.69,43357.59,35753.75,6365.0,1238.84
2019-2020,Dec,2019,Virginia - SBCV,311307.37,61377.67,53021.11,1002.62,7353.94
2019-2020,Dec,2019,West Virginia,29702.78,16094.27,8188.02,6276.82,1629.43
2019-2020,Dec,2019,Wyoming,9432.9,14850.52,7875.0,5352.36,1623.16
2019-2020,Dec,2019,Churches & Individuals,497285.87,112734.96,13055.5,786.62,98892.84
2019-2020,Jan,2020,Alabama,1479138.45,1592931.56,1259654.72,286241.71,47035.13
2019-2020,Jan,2020,Alaska,13795.58,18824.12,16712.4,920.72,1191.0
2019-2020,Jan,2020,Arizona,115280.97,118639.02,114610.12,2243.35,1785.55
2019-2020,Jan,2020,Arkansas,556369.94,1124823.19,1016799.08,86261.08,21763.03
2019-2020,Jan,2020,California,204827.07,218705.04,178466.72,38411.77,1826.55
2019-2020,Jan,2020,Colorado,129343.25,194927.27,190572.49,1703.78,2651.0
2019-2020,Jan,2020,Dakota,8256.72,36117.43,34253.93,1863.5,0.0
2019-2020,Jan,2020,Florida,1334565.9,695409.27,631062.92,43836.82,20509.53
2019-2020,Jan,2020,Georgia,2845247.6,4153571.81,3466941.79,461100.57,225529.45
2019-2020,Jan,2020,Hawaii Pacific,16343.82,10267.62,7522.73,1086.48,1658.41
2019-2020,Jan,2020,Illinois,318963.99,641747.93,559825.42,69883.33,12039.18
2019-2020,Jan,2020,Indiana,98661.81,348064.06,323381.76,18456.28,6226.02
2019-2020,Jan,2020,Iowa,37029.9,32640.47,31757.85,417.62,465.0
2019-2020,Jan,2020,Kansas-Nebraska,95811.13,308700.49,278212.35,26956.98,3531.16
2019-2020,Jan,2020,Kentucky,726958.92,243366.17,201849.41,12141.72,29375.04
2019-2020,Jan,2020,Louisiana,166807.51,590002.72,535210.56,53380.15,1412.01
2019-2020,Jan,2020,Maryland-Delaware,150134.89,261763.8,242388.28,16723.0,2652.52
2019-2020,Jan,2020,Michigan,29755.02,37960.32,35833.8,1808.52,318.0
2019-2020,Jan,2020,Minnesota-Wisconsin,27361.55,85693.13,84800.16,847.17,45.8
2019-2020,Jan,2020,Mississippi,1197052.12,416786.68,318650.45,86317.97,11818.26
2019-2020,Jan,2020,Missouri,484827.35,608254.02,547207.91,45417.74,15628.37
2019-2020,Jan,2020,Montana,12308.85,3068.32,1946.97,456.35,665.0
2019-2020,Jan,2020,Nevada,44241.53,17446.83,15670.62,1611.49,164.72
2019-2020,Jan,2020,New England,20518.86,9658.48,8035.19,210.0,1413.29
2019-2020,Jan,2020,New Mexico,320127.38,334412.33,317505.18,12969.58,3937.57
2019-2020,Jan,2020,New York,22991.72,53195.27,44885.15,6625.55,1684.57
2019-2020,Jan,2020,North Carolina,1337847.23,2981602.07,2763060.11,160139.27,58402.69
2019-2020,Jan,2020,Northwest,43320.3,108561.22,103562.97,3100.32,1897.93
2019-2020,Jan,2020,Ohio,147709.7,134708.36,119848.05,10796.0,4064.31
2019-2020,Jan,2020,Oklahoma,602902.53,0.0,0.0,0.0,0.0
2019-2020,Jan,2020,Pennsylvania-South Jersey,37115.71,50072.42,46115.94,3355.5,600.98
2019-2020,Jan,2020,Puerto Rico/Virgin Islands,1280.53,0.0,0.0,0.0,0.0
2019-2020,Jan,2020,South Carolina,1238565.43,1533274.56,1350925.12,187429.38,-5079.94
2019-2020,Jan,2020,Tennessee,1375881.94,714728.53,578598.75,88513.18,47616.6
2019-2020,Jan,2020,Texas - BGCT,1006917.93,538285.81,382531.2,110872.91,44881.7
2019-2020,Jan,2020,Texas - SBTC,1285304.57,1859091.95,1469960.84,341904.69,47226.42
2019-2020,Jan,2020,Utah - Idaho,18230.32,6562.88,5828.38,384.5,350.0
2019-2020,Jan,2020,Virginia - BGAV,121333.26,694936.24,643023.48,25340.38,26572.38
2019-2020,Jan,2020,Virginia - SBCV,598054.93,1896545.52,1843084.23,32933.84,20527.45
2019-2020,Jan,2020,West Virginia,53399.57,86700.07,72269.73,12922.35,1507.99
2019-2020,Jan,2020,Wyoming,8877.4,6006.77,2237.21,1202.21,2567.35
2019-2020,Jan,2020,Churches & Individuals,615008.61,511628.14,359282.98,21480.96,130864.2
2019-2020,Feb,2020,Alabama,2139925.91,5046489.92,4606780.51,350952.78,88756.63
2019-2020,Feb,2020,Alaska,12186.16,49924.95,49057.55,767.4,100.0
2019-2020,Feb,2020,Arizona,141858.17,478299.44,469418.72,7907.22,973.5
2019-2020,Feb,2020,Arkansas,1150330.03,2564086.23,2350629.97,133459.45,79996.81
2019-2020,Feb,2020,California,157930.18,506115.87,480274.35,19721.48,6120.04
2019-2020,Feb,2020,Colorado,17454.23,71810.09,69031.92,1951.45,826.72
2019-2020,Feb,2020,Dakota,15812.06,39316.22,39096.22,220.0,0.0
2019-2020,Feb,2020,Florida,1456206.09,2473281.52,2376510.89,71962.91,24807.72
2019-2020,Feb,2020,Georgia,908985.25,2646786.92,2463170.04,161811.32,21805.56
2019-2020,Feb,2020,Hawaii Pacific,23319.72,109285.16,104444.32,1457.21,3383.63
2019-2020,Feb,2020,Illinois,177619.17,428112.31,394253.71,30534.44,3324.16
2019-2020,Feb,2020,Indiana,66154.16,85603.4,79689.82,4821.21,1092.37
2019-2020,Feb,2020,Iowa,54999.08,49457.76,48674.02,216.41,567.33
2019-2020,Feb,2020,Kansas-Nebraska,59563.99,117489.55,103754.94,11470.45,2264.16
2019-2020,Feb,2020,Kentucky,1138515.31,3132966.06,2939532.18,159419.09,34014.79
2019-2020,Feb,2020,Louisiana,1224066.2,3143204.13,2965016.7,152179.23,26008.2
2019-2020,Feb,2020,Maryland-Delaware,177047.58,327758.68,318490.67,7075.6,2192.41
2019-2020,Feb,2020,Michigan,28969.06,80514.33,74629.27,4972.4,912.66
2019-2020,Feb,2020,Minnesota-Wisconsin,18391.49,17879.56,17684.56,195.0,0.0
2019-2020,Feb,2020,Mississippi,984091.34,4558183.54,4414954.1,109097.87,34131.57
2019-2020,Feb,2020,Missouri,554026.0,1911236.39,1810764.84,77295.0,23176.55
2019-2020,Feb,2020,Montana,19658.04,133878.37,120617.62,12590.75,670.0
2019-2020,Feb,2020,Nevada,47196.21,64228.67,59503.21,4265.49,459.97
2019-2020,Feb,2020,New England,19150.51,76156.64,69737.41,5285.0,1134.23
2019-2020,Feb,2020,New Mexico,36728.65,316128.55,281771.94,34248.61,108.0
2019-2020,Feb,2020,New York,20185.39,122231.69,119369.81,568.73,2293.15
2019-2020,Feb,2020,North Carolina,923344.9,5006411.02,4828658.06,130629.83,47123.13
2019-2020,Feb,2020,Northwest,72695.77,266666.07,259151.74,4915.88,2598.45
2019-2020,Feb,2020,Ohio,384691.77,622245.33,560849.13,50503.64,10892.56
2019-2020,Feb,2020,Oklahoma,1607859.11,4183951.5,3838370.08,303703.56,41877.86
2019-2020,Feb,2020,Pennsylvania-South Jersey,25663.57,66155.82,64619.83,1254.55,281.44
2019-2020,Feb,2020,Puerto Rico/Virgin Islands,0.0,0.0,0.0,0.0,0.0
2019-2020,Feb,2020,South Carolina,1064762.92,3020246.79,2895441.02,100595.51,24210.26
2019-2020,Feb,2020,Tennessee,1907603.6,5621956.59,5407764.03,151348.59,62843.97
2019-2020,Feb,2020,Texas - BGCT,537465.91,4108312.82,3761989.87,281699.36,64623.59
2019-2020,Feb,2020,Texas - SBTC,1491112.88,2573627.43,2279953.15,243212.07,50462.21
2019-2020,Feb,2020,Utah - Idaho,27775.47,57874.64,56377.0,1077.64,420.0
2019-2020,Feb,2020,Virginia - BGAV,31337.67,624517.26,609306.85,15067.27,143.14
2019-2020,Feb,2020,Virginia - SBCV,363611.31,1029770.63,983918.66,41279.12,4572.85
2019-2020,Feb,2020,West Virginia,46446.25,110496.61,108068.26,1730.02,698.33
2019-2020,Feb,2020,Wyoming,12921.44,63458.93,56128.2,7146.93,183.8
2019-2020,Feb,2020,Churches & Individuals,381579.18,271558.34,79657.33,12551.26,179349.75
2019-2020,Mar,2020,Alabama,1605496.38,3567054.54,3393903.67,116673.65,56477.22
2019-2020,Mar,2020,Alaska,7692.9,9165.93,8931.19,234.74,0.0
2019-2020,Mar,2020,Arizona,99959.96,105747.1,100770.9,4790.7,185.5
2019-2020,Mar,2020,Arkansas,876647.0,454933.45,328814.82,46421.72,79696.91
2019-2020,Mar,2020,California,0.0,847420.62,841657.74,4447.68,1315.2
2019-2020,Mar,2020,Colorado,49247.77,75969.89,66898.72,9041.17,30.0
2019-2020,Mar,2020,Dakota,10582.3,16626.81,16546.81,80.0,0.0
2019-2020,Mar,2020,Florida,1189083.96,1192788.55,1074330.37,34757.79,83700.39
2019-2020,Mar,2020,Georgia,1035935.79,2076406.67,1768074.73,216073.26,92258.68
2019-2020,Mar,2020,Hawaii Pacific,13801.92,15139.83,12127.86,2991.97,20.0
2019-2020,Mar,2020,Illinois,148963.67,150053.1,125695.23,19879.42,4478.45
2019-2020,Mar,2020,Indiana,38754.23,16990.52,12104.71,3880.8,1005.01
2019-2020,Mar,2020,Iowa,27096.34,44982.25,44063.84,260.91,657.5
2019-2020,Mar,2020,Kansas-Nebraska,64070.95,39997.23,30536.74,7148.87,2311.62
2019-2020,Mar,2020,Kentucky,714624.31,965067.17,915263.19,39289.55,10514.43
2019-2020,Mar,2020,Louisiana,434883.78,153943.49,113481.82,36633.82,3827.85
2019-2020,Mar,2020,Maryland-Delaware,118572.9,127019.97,102530.37,19863.26,4626.34
2019-2020,Mar,2020,Michigan,24892.71,22093.59,19579.83,2063.76,450.0
2019-2020,Mar,2020,Minnesota-Wisconsin,0.0,0.0,0.0,0.0,0.0
2019-2020,Mar,2020,Mississippi,984383.28,2247698.1,2206160.09,36454.02,5083.99
2019-2020,Mar,2020,Missouri,443592.3,613044.47,545033.58,42337.57,25673.32
2019-2020,Mar,2020,Montana,25667.5,12404.32,11238.4,748.92,417.0
2019-2020,Mar,2020,Nevada,37233.51,45687.28,44993.07,694.21,0.0
2019-2020,Mar,2020,New England,15997.91,14160.8,13952.2,180.0,28.6
2019-2020,Mar,2020,New Mexico,0.0,0.0,0.0,0.0,0.0
2019-2020,Mar,2020,New York,25045.11,30721.74,25961.95,2838.99,1920.8
2019-2020,Mar,2020,North Carolina,882376.68,2971402.67,2897535.03,62428.5,11439.14
2019-2020,Mar,2020,Northwest,41649.44,40510.61,36445.92,2903.9,1160.79
2019-2020,Mar,2020,Ohio,61055.33,39276.85,34307.81,1901.37,3067.67
2019-2020,Mar,2020,Oklahoma,668987.8,394745.82,365688.03,25746.84,3310.95
2019-2020,Mar,2020,Pennsylvania-South Jersey,22463.19,14152.67,12421.22,1036.31,695.14
2019-2020,Mar,2020,Puerto Rico/Virgin Islands,1693.05,0.0,0.0,0.0,0.0
